State,County,County_State,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,Latitude,Longitude,countyFIPS,g
IA,Warren County,"Warren County, IA",1475873109,9097100,569.838,3.512,41.332446,-93.568751,13301,13301
IA,Washington County,"Washington County, IA",1473215985,5381583,568.812,2.078,41.329401,-91.725052,1129,1129
IA,Wayne County,"Wayne County, IA",1361013816,4274254,525.49,1.65,40.739983,-93.332613,13305,13305
IA,Webster County,"Webster County, IA",1853677022,7190525,715.709,2.776,42.433579,-94.175831,13307,13307
IA,Winnebago County,"Winnebago County, IA",1037261949,3182052,400.489,1.229,43.378124,-93.743488,17201,17201
IA,Winneshiek County,"Winneshiek County, IA",1786666637,745729,689.836,0.288,43.292989,-91.850788,19191,19191
IA,Woodbury County,"Woodbury County, IA",2260790994,12793704,872.896,4.94,42.39322,-96.053296,19193,19193
IA,Worth County,"Worth County, IA",1036314923,4709127,400.123,1.818,43.373491,-93.248533,13321,13321
IA,Wright County,"Wright County, IA",1503268903,4703964,580.415,1.816,42.733007,-93.734735,19197,19197
KS,Allen County,"Allen County, KS",1295764239,13021929,500.297,5.028,37.884228,-95.300945,18003,18003
KS,Anderson County,"Anderson County, KS",1501272903,10590765,579.645,4.089,38.215114,-95.292046,20003,20003
KS,Atchison County,"Atchison County, KS",1116736558,6851102,431.174,2.645,39.532544,-95.313397,20005,20005
KS,Barber County,"Barber County, KS",2937240786,5411508,1134.075,2.089,37.222906,-98.685052,20007,20007
KS,Barton County,"Barton County, KS",2318705423,13926862,895.257,5.377,38.481239,-98.767837,20009,20009
KS,Bourbon County,"Bourbon County, KS",1645861886,9377600,635.471,3.621,37.8561,-94.850928,20011,20011
KS,Brown County,"Brown County, KS",1478550075,3196147,570.871,1.234,39.825931,-95.569905,17009,17009
KS,Butler County,"Butler County, KS",3702816817,43671392,1429.666,16.862,37.773649,-96.83884,1013,1013
KS,Chase County,"Chase County, KS",2002199320,12090543,773.054,4.668,38.299475,-96.594029,20017,20017
KS,Chautauqua County,"Chautauqua County, KS",1654694136,15243776,638.881,5.886,37.154259,-96.245396,20019,20019
KS,Cherokee County,"Cherokee County, KS",1521791028,8951464,587.567,3.456,37.169392,-94.845698,1019,1019
KS,Cheyenne County,"Cheyenne County, KS",2641501921,2738021,1019.89,1.057,39.789917,-101.727325,8017,8017
KS,Clark County,"Clark County, KS",2524300310,6603384,974.638,2.55,37.233831,-99.813869,5019,5019
KS,Clay County,"Clay County, KS",1671315283,26701335,645.298,10.309,39.344964,-97.168853,1027,1027
KS,Cloud County,"Cloud County, KS",1852726650,6859888,715.342,2.649,39.487329,-97.64139,20029,20029
KS,Coffey County,"Coffey County, KS",1623623917,70470788,626.885,27.209,38.23645,-95.729137,20031,20031
KS,Comanche County,"Comanche County, KS",2041681114,3604155,788.298,1.392,37.181442,-99.251293,20033,20033
KS,Cowley County,"Cowley County, KS",2915648165,17322935,1125.738,6.688,37.234507,-96.837247,20035,20035
KS,Crawford County,"Crawford County, KS",1527498535,13574348,589.771,5.241,37.505821,-94.853897,5033,5033
KS,Decatur County,"Decatur County, KS",2314199329,1631670,893.517,0.63,39.783542,-100.459708,13087,13087
KS,Dickinson County,"Dickinson County, KS",2193894223,12632458,847.067,4.877,38.867735,-97.157943,19059,19059
KS,Doniphan County,"Doniphan County, KS",1019105691,12424174,393.479,4.797,39.788502,-95.147225,20043,20043
KS,Douglas County,"Douglas County, KS",1180425074,48878066,455.765,18.872,38.896417,-95.290947,8035,8035
KS,Edwards County,"Edwards County, KS",1610699245,206413,621.894,0.08,37.883595,-99.304746,17047,17047
KS,Elk County,"Elk County, KS",1668636737,16061120,644.264,6.201,37.456026,-96.244642,20049,20049
KS,Ellis County,"Ellis County, KS",2330762299,1197085,899.912,0.462,38.914597,-99.317313,20051,20051
KS,Ellsworth County,"Ellsworth County, KS",1853331063,19969761,715.575,7.71,38.700845,-98.205355,20053,20053
KS,Finney County,"Finney County, KS",3372157850,1716371,1301.997,0.663,38.049808,-100.739967,20055,20055
KS,Ford County,"Ford County, KS",2844508243,2097356,1098.271,0.81,37.688416,-99.884748,17053,17053
KS,Franklin County,"Franklin County, KS",1480882184,13893466,571.772,5.364,38.558019,-95.278962,1059,1059
KS,Geary County,"Geary County, KS",996272768,51602808,384.663,19.924,39.002139,-96.7681,20061,20061
KS,Gove County,"Gove County, KS",2775601943,245369,1071.666,0.095,38.917239,-100.48736,20063,20063
KS,Graham County,"Graham County, KS",2327173854,599356,898.527,0.231,39.354972,-99.879894,4009,4009
KS,Grant County,"Grant County, KS",1488745973,871232,574.808,0.336,37.547537,-101.299362,5053,5053
KS,Gray County,"Gray County, KS",2250356170,1113338,868.867,0.43,37.744513,-100.451716,20069,20069
KS,Greeley County,"Greeley County, KS",2016057905,0,778.404,0,38.480404,-101.80597,20071,20071
KS,Greenwood County,"Greenwood County, KS",2961143639,24145021,1143.304,9.322,37.879347,-96.241732,20073,20073
KS,Hamilton County,"Hamilton County, KS",2580958328,2893322,996.514,1.117,37.995244,-101.793689,12047,12047
KS,Harper County,"Harper County, KS",2075290355,3899269,801.274,1.506,37.188184,-98.06659,20077,20077
KS,Harvey County,"Harvey County, KS",1397961184,2503283,539.756,0.967,38.050144,-97.436706,20079,20079
KS,Haskell County,"Haskell County, KS",1495772610,910409,577.521,0.352,37.554979,-100.879952,20081,20081
KS,Hodgeman County,"Hodgeman County, KS",2227369149,826344,859.992,0.319,38.087493,-99.898407,20083,20083
KS,Jackson County,"Jackson County, KS",1699600349,4666513,656.219,1.802,39.411145,-95.794485,1071,1071
KS,Jefferson County,"Jefferson County, KS",1379350886,62436774,532.57,24.107,39.239644,-95.375314,1073,1073
KS,Jewell County,"Jewell County, KS",2356813567,11367163,909.971,4.389,39.777002,-98.222618,20089,20089
KS,Johnson County,"Johnson County, KS",1226667300,16331359,473.619,6.306,38.883907,-94.82233,5071,5071
KS,Kearny County,"Kearny County, KS",2254696660,1133601,870.543,0.438,37.994461,-101.308136,20093,20093
KS,Kingman County,"Kingman County, KS",2236245127,8391920,863.419,3.24,37.552951,-98.144529,20095,20095
KS,Kiowa County,"Kiowa County, KS",1871627782,596764,722.64,0.23,37.561231,-99.286539,8061,8061
KS,Labette County,"Labette County, KS",1671560716,20006201,645.393,7.724,37.191468,-95.297473,20099,20099
KS,Lane County,"Lane County, KS",1858080220,551220,717.409,0.213,38.481286,-100.466185,20101,20101
KS,Leavenworth County,"Leavenworth County, KS",1200213586,14343355,463.405,5.538,39.189511,-95.038977,20103,20103
KS,Lincoln County,"Lincoln County, KS",1863226709,2748359,719.396,1.061,39.04728,-98.214284,5079,5079
KS,Linn County,"Linn County, KS",1538662701,31893232,594.081,12.314,38.216549,-94.844932,19113,19113
KS,Logan County,"Logan County, KS",2779039721,274632,1072.993,0.106,38.91327,-101.157402,5083,5083
KS,Lyon County,"Lyon County, KS",2194978406,20541643,847.486,7.931,38.455403,-96.161641,19119,19119
KS,McPherson County,"McPherson County, KS",2326547432,6003328,898.285,2.318,38.395812,-97.647489,20113,20113
KS,Marion County,"Marion County, KS",2445722726,24432825,944.299,9.434,38.359647,-97.102771,1093,1093
KS,Marshall County,"Marshall County, KS",2331441883,12734901,900.175,4.917,39.782709,-96.521243,1095,1095
KS,Meade County,"Meade County, KS",2533222397,3258258,978.083,1.258,37.243886,-100.360094,20119,20119
KS,Miami County,"Miami County, KS",1491519074,37235270,575.879,14.377,38.566772,-94.832963,18103,18103
KS,Mitchell County,"Mitchell County, KS",1817632931,44979980,701.792,17.367,39.393026,-98.207362,13205,13205
KS,Montgomery County,"Montgomery County, KS",1666900087,20430012,643.594,7.888,37.189537,-95.742403,1101,1101
KS,Morris County,"Morris County, KS",1800929258,19545268,695.343,7.546,38.688204,-96.651448,20127,20127
KS,Morton County,"Morton County, KS",1889993633,507796,729.731,0.196,37.185249,-101.809516,20129,20129
KS,Nemaha County,"Nemaha County, KS",1858127940,5205446,717.427,2.01,39.791043,-96.005381,20131,20131
KS,Neosho County,"Neosho County, KS",1480129683,16350961,571.481,6.313,37.564283,-95.315682,20133,20133
KS,Ness County,"Ness County, KS",2783562233,667491,1074.739,0.258,38.480437,-99.908745,20135,20135
KS,Norton County,"Norton County, KS",2274122713,8421464,878.044,3.252,39.783867,-99.899235,20137,20137
KS,Osage County,"Osage County, KS",1827253333,37137002,705.506,14.339,38.650215,-95.708255,20139,20139
KS,Osborne County,"Osborne County, KS",2311604928,4806274,892.516,1.856,39.348261,-98.767942,20141,20141
KS,Ottawa County,"Ottawa County, KS",1866683176,1567629,720.73,0.605,39.137963,-97.654802,20143,20143
KS,Pawnee County,"Pawnee County, KS",1953531647,992041,754.263,0.383,38.181477,-99.234772,20145,20145
KS,Phillips County,"Phillips County, KS",2294395646,22493383,885.871,8.685,39.784506,-99.34215,5107,5107
KS,Pottawatomie County,"Pottawatomie County, KS",2177507164,54149295,840.74,20.907,39.382187,-96.337113,20149,20149
KS,Pratt County,"Pratt County, KS",1903740948,1771939,735.039,0.684,37.647594,-98.74012,20151,20151
KS,Rawlins County,"Rawlins County, KS",2769775708,415527,1069.416,0.16,39.786198,-101.076738,20153,20153
KS,Reno County,"Reno County, KS",3251231982,43517492,1255.308,16.802,37.948185,-98.078346,20155,20155
KS,Republic County,"Republic County, KS",1857998461,7951912,717.377,3.07,39.828906,-97.650883,20157,20157
KS,Rice County,"Rice County, KS",1880936103,4482698,726.234,1.731,38.347178,-98.201415,20159,20159
KS,Riley County,"Riley County, KS",1579116617,32002514,609.7,12.356,39.291211,-96.727489,20161,20161
KS,Rooks County,"Rooks County, KS",2306454196,11962259,890.527,4.619,39.346006,-99.324492,20163,20163
KS,Rush County,"Rush County, KS",1858997555,544720,717.763,0.21,38.523596,-99.309184,18139,18139
KS,Russell County,"Russell County, KS",2295402862,34126776,886.26,13.176,38.91604,-98.770949,1113,1113
KS,Saline County,"Saline County, KS",1865418116,2773261,720.242,1.071,38.791804,-97.651478,5125,5125
KS,Scott County,"Scott County, KS",1858536839,306079,717.585,0.118,38.481877,-100.90636,5127,5127
KS,Sedgwick County,"Sedgwick County, KS",2582031938,31578728,996.928,12.193,37.681045,-97.461054,8115,8115
KS,Seward County,"Seward County, KS",1656693307,1961444,639.653,0.757,37.18096,-100.855257,20175,20175
KS,Shawnee County,"Shawnee County, KS",1409012933,30320698,544.023,11.707,39.041805,-95.755664,20177,20177
KS,Sheridan County,"Sheridan County, KS",2320518304,647342,895.957,0.25,39.350547,-100.441228,20179,20179
KS,Sherman County,"Sherman County, KS",2735193249,548248,1056.064,0.212,39.351352,-101.719859,20181,20181
KS,Smith County,"Smith County, KS",2319241781,3884267,895.464,1.5,39.78466,-98.785429,20183,20183
KS,Stafford County,"Stafford County, KS",2051389756,7435417,792.046,2.871,38.03563,-98.719889,20185,20185
KS,Stanton County,"Stanton County, KS",1762103387,178555,680.352,0.069,37.565932,-101.789383,20187,20187
KS,Stevens County,"Stevens County, KS",1883593917,464936,727.26,0.18,37.2017,-101.317268,20189,20189
KS,Sumner County,"Sumner County, KS",3060472194,8546399,1181.655,3.3,37.236662,-97.493352,20191,20191
KS,Thomas County,"Thomas County, KS",2783425127,288241,1074.686,0.111,39.357713,-101.083386,13275,13275
KS,Trego County,"Trego County, KS",2303727352,26281951,889.474,10.148,38.921302,-99.865423,20195,20195
KS,Wabaunsee County,"Wabaunsee County, KS",2057320865,13845234,794.336,5.346,38.955154,-96.201262,20197,20197
KS,Wallace County,"Wallace County, KS",2366348284,140936,913.652,0.054,38.926626,-101.771103,20199,20199
KS,Washington County,"Washington County, KS",2317418815,10139123,894.76,3.915,39.776714,-97.095611,1129,1129
KS,Wichita County,"Wichita County, KS",1861078197,61987,718.566,0.024,38.481922,-101.347434,20203,20203
KS,Wilson County,"Wilson County, KS",1477385750,12048762,570.422,4.652,37.558515,-95.745175,20205,20205
KS,Woodson County,"Woodson County, KS",1289344336,19254559,497.819,7.434,37.888193,-95.758469,20207,20207
KS,Wyandotte County,"Wyandotte County, KS",392739405,11801604,151.638,4.557,39.115384,-94.763087,20209,20209
KY,Adair County,"Adair County, KY",1049691067,18403520,405.288,7.106,37.105559,-85.28138,19001,19001
KY,Allen County,"Allen County, KY",891838779,19482100,344.341,7.522,36.75077,-86.192458,18003,18003
KY,Anderson County,"Anderson County, KY",523607691,5477488,202.166,2.115,38.005396,-84.986417,20003,20003
KY,Ballard County,"Ballard County, KY",639387454,69473325,246.869,26.824,37.051323,-89.010367,21007,21007
KY,Barren County,"Barren County, KY",1262837133,32156068,487.584,12.416,36.962805,-85.932108,21009,21009
KY,Bath County,"Bath County, KY",722081430,13486211,278.797,5.207,38.152249,-83.737641,21011,21011
KY,Bell County,"Bell County, KY",929965649,5321858,359.062,2.055,36.728928,-83.680718,21013,21013
KY,Boone County,"Boone County, KY",637873437,26481562,246.284,10.225,38.9589,-84.736371,5009,5009
KY,Bourbon County,"Bourbon County, KY",750439352,4829777,289.746,1.865,38.202562,-84.20986,20011,20011
KY,Boyd County,"Boyd County, KY",414054164,5581073,159.867,2.155,38.360004,-82.681406,21019,21019
KY,Boyle County,"Boyle County, KY",467104121,6450463,180.35,2.491,37.618104,-84.868352,21021,21021
KY,Bracken County,"Bracken County, KY",525033515,16140319,202.717,6.232,38.680365,-84.115235,21023,21023
KY,Breathitt County,"Breathitt County, KY",1275352765,7384543,492.416,2.851,37.517807,-83.317158,21025,21025
KY,Breckinridge County,"Breckinridge County, KY",1475790362,40965524,569.806,15.817,37.777988,-86.432919,21027,21027
KY,Bullitt County,"Bullitt County, KY",769306781,8374789,297.031,3.234,37.969945,-85.702636,21029,21029
KY,Butler County,"Butler County, KY",1103571982,13943050,426.092,5.383,37.207013,-86.682471,1013,1013
KY,Caldwell County,"Caldwell County, KY",893002030,8697603,344.79,3.358,37.148642,-87.870509,21033,21033
KY,Calloway County,"Calloway County, KY",997224264,66474672,385.03,25.666,36.620978,-88.274086,21035,21035
KY,Campbell County,"Campbell County, KY",391968572,20928149,151.34,8.08,38.946981,-84.379583,21037,21037
KY,Carlisle County,"Carlisle County, KY",490647294,24707972,189.44,9.54,36.85718,-88.976614,21039,21039
KY,Carroll County,"Carroll County, KY",332995861,22648384,128.57,8.745,38.668394,-85.124024,5015,5015
KY,Carter County,"Carter County, KY",1060587154,6788532,409.495,2.621,38.309549,-83.048796,21043,21043
KY,Casey County,"Casey County, KY",1150572403,3891526,444.239,1.503,37.321962,-84.92822,21045,21045
KY,Christian County,"Christian County, KY",1858341167,16920369,717.51,6.533,36.892059,-87.492986,17021,17021
KY,Clark County,"Clark County, KY",653939112,6912639,252.487,2.669,37.970314,-84.145115,5019,5019
KY,Clay County,"Clay County, KY",1215472435,4752710,469.297,1.835,37.164273,-83.715473,1027,1027
KY,Clinton County,"Clinton County, KY",510875755,21152699,197.25,8.167,36.727258,-85.136098,17027,17027
KY,Crittenden County,"Crittenden County, KY",932300421,28949527,359.963,11.177,37.358149,-88.10501,5035,5035
KY,Cumberland County,"Cumberland County, KY",790453070,14793815,305.196,5.712,36.782372,-85.388484,17035,17035
KY,Daviess County,"Daviess County, KY",1187227810,47086919,458.391,18.18,37.731671,-87.087139,18027,18027
KY,Edmonson County,"Edmonson County, KY",784468358,13258105,302.885,5.119,37.227514,-86.218015,21061,21061
KY,Elliott County,"Elliott County, KY",606882499,2601651,234.319,1.005,38.116883,-83.096116,21063,21063
KY,Estill County,"Estill County, KY",655509951,6516335,253.094,2.516,37.692449,-83.963983,21065,21065
KY,Fayette County,"Fayette County, KY",734616008,4922115,283.637,1.9,38.040675,-84.458274,1057,1057
KY,Fleming County,"Fleming County, KY",902727568,7182389,348.545,2.773,38.367848,-83.699205,21069,21069
KY,Floyd County,"Floyd County, KY",1018596152,6275622,393.282,2.423,37.552456,-82.739724,13115,13115
KY,Franklin County,"Franklin County, KY",538305689,10792957,207.841,4.167,38.234919,-84.868786,1059,1059
KY,Fulton County,"Fulton County, KY",533359371,64083920,205.931,24.743,36.552511,-89.187659,5049,5049
KY,Gallatin County,"Gallatin County, KY",254700873,16517494,98.341,6.377,38.760103,-84.862153,17059,17059
KY,Garrard County,"Garrard County, KY",595952848,9957764,230.099,3.845,37.630162,-84.545856,21079,21079
KY,Grant County,"Grant County, KY",668157705,7243449,257.977,2.797,38.649167,-84.625924,5053,5053
KY,Graves County,"Graves County, KY",1429041267,13031630,551.756,5.032,36.723344,-88.649897,21083,21083
KY,Grayson County,"Grayson County, KY",1294807622,28747179,499.928,11.099,37.458577,-86.344011,21085,21085
KY,Green County,"Green County, KY",740863549,7102448,286.049,2.742,37.275382,-85.578483,21087,21087
KY,Greenup County,"Greenup County, KY",892153296,25883956,344.462,9.994,38.563562,-82.93382,21089,21089
KY,Hancock County,"Hancock County, KY",486071470,29042100,187.673,11.213,37.843325,-86.792761,13141,13141
KY,Hardin County,"Hardin County, KY",1614589639,17443341,623.397,6.735,37.695836,-85.963183,17069,17069
KY,Harlan County,"Harlan County, KY",1206496124,6011471,465.831,2.321,36.859223,-83.221497,21095,21095
KY,Harrison County,"Harrison County, KY",793603854,8981533,306.412,3.468,38.444578,-84.334131,18061,18061
KY,Hart County,"Hart County, KY",1068530146,13692527,412.562,5.287,37.309097,-85.882123,13147,13147
KY,Henderson County,"Henderson County, KY",1130509780,76360650,436.492,29.483,37.792542,-87.572577,17071,17071
KY,Henry County,"Henry County, KY",741500310,12501986,286.295,4.827,38.451383,-85.119647,1067,1067
KY,Hickman County,"Hickman County, KY",627487969,27882023,242.274,10.765,36.675896,-88.972084,21105,21105
KY,Hopkins County,"Hopkins County, KY",1403944044,31984786,542.066,12.349,37.31107,-87.542196,21107,21107
KY,Jackson County,"Jackson County, KY",894051380,3407440,345.195,1.316,37.403458,-84.020576,1071,1071
KY,Jefferson County,"Jefferson County, KY",986032282,43964666,380.709,16.975,38.189532,-85.657624,1073,1073
KY,Jessamine County,"Jessamine County, KY",445905563,6131853,172.165,2.368,37.873291,-84.58396,21113,21113
KY,Johnson County,"Johnson County, KY",678485015,5623156,261.965,2.171,37.847756,-82.830121,5071,5071
KY,Kenton County,"Kenton County, KY",415149811,10377911,160.29,4.007,38.930503,-84.533438,21117,21117
KY,Knott County,"Knott County, KY",910427588,3453304,351.518,1.333,37.354368,-82.952546,21119,21119
KY,Knox County,"Knox County, KY",1000523173,3743716,386.304,1.445,36.8885,-83.855551,17095,17095
KY,Larue County,"Larue County, KY",677419096,5393445,261.553,2.082,37.544462,-85.696841,21123,21123
KY,Laurel County,"Laurel County, KY",1124024367,25135701,433.988,9.705,37.113268,-84.119395,21125,21125
KY,Lawrence County,"Lawrence County, KY",1076387827,11582519,415.596,4.472,38.074453,-82.73829,1079,1079
KY,Lee County,"Lee County, KY",540942126,6215041,208.859,2.4,37.608116,-83.719248,1081,1081
KY,Leslie County,"Leslie County, KY",1038205991,9189721,400.854,3.548,37.087846,-83.388617,21131,21131
KY,Letcher County,"Letcher County, KY",875235599,2856317,337.93,1.103,37.118536,-82.861251,21133,21133
KY,Lewis County,"Lewis County, KY",1250548600,32481932,482.84,12.541,38.535047,-83.370143,16061,16061
KY,Lincoln County,"Lincoln County, KY",862060145,9192647,332.843,3.549,37.457174,-84.658335,5079,5079
KY,Livingston County,"Livingston County, KY",810998697,75642666,313.128,29.206,37.209517,-88.363426,17105,17105
KY,Logan County,"Logan County, KY",1430224005,12479211,552.213,4.818,36.859607,-86.881288,5083,5083
KY,Lyon County,"Lyon County, KY",553848612,110565602,213.842,42.69,37.023976,-88.083391,19119,19119
KY,McCracken County,"McCracken County, KY",644190803,50358595,248.723,19.444,37.054111,-88.712454,21145,21145
KY,McCreary County,"McCreary County, KY",1105416695,10730402,426.804,4.143,36.731136,-84.491052,21147,21147
KY,McLean County,"McLean County, KY",654041005,9606626,252.527,3.709,37.526707,-87.265597,17113,17113
KY,Madison County,"Madison County, KY",1132738966,15297328,437.353,5.906,37.725511,-84.278362,1089,1089
KY,Magoffin County,"Magoffin County, KY",798866769,1847044,308.444,0.713,37.698983,-83.069721,21153,21153
KY,Marion County,"Marion County, KY",888463711,9891794,343.038,3.819,37.552604,-85.268959,1093,1093
KY,Marshall County,"Marshall County, KY",782708021,98329634,302.205,37.965,36.882017,-88.332752,1095,1095
KY,Martin County,"Martin County, KY",594708779,2558129,229.618,0.988,37.796774,-82.506623,12085,12085
KY,Mason County,"Mason County, KY",621924408,16281528,240.126,6.286,38.594137,-83.828125,17125,17125
KY,Meade County,"Meade County, KY",791093698,49364379,305.443,19.06,37.967476,-86.200863,20119,20119
KY,Menifee County,"Menifee County, KY",527283203,6084693,203.585,2.349,37.935501,-83.589365,21165,21165
KY,Mercer County,"Mercer County, KY",645065865,10998444,249.061,4.247,37.812085,-84.879695,17131,17131
KY,Metcalfe County,"Metcalfe County, KY",750166102,4012303,289.641,1.549,36.99243,-85.633456,21169,21169
KY,Monroe County,"Monroe County, KY",853220885,6801900,329.43,2.626,36.714077,-85.713508,1099,1099
KY,Montgomery County,"Montgomery County, KY",511132776,3856041,197.349,1.489,38.038109,-83.912416,1101,1101
KY,Morgan County,"Morgan County, KY",987114229,6889951,381.127,2.66,37.92294,-83.258944,1103,1103
KY,Muhlenberg County,"Muhlenberg County, KY",1210451475,31188648,467.358,12.042,37.213816,-87.134092,21177,21177
KY,Nelson County,"Nelson County, KY",1081366442,16985926,417.518,6.558,37.80312,-85.465931,21179,21179
KY,Nicholas County,"Nicholas County, KY",505465731,4302198,195.161,1.661,38.338031,-84.026223,21181,21181
KY,Ohio County,"Ohio County, KY",1521059918,23162111,587.285,8.943,37.477859,-86.844871,18115,18115
KY,Oldham County,"Oldham County, KY",484953303,23806527,187.242,9.192,38.400127,-85.456152,21185,21185
KY,Owen County,"Owen County, KY",909365295,8129123,351.108,3.139,38.499395,-84.84159,18119,18119
KY,Owsley County,"Owsley County, KY",511288846,2279908,197.41,0.88,37.423622,-83.691637,21189,21189
KY,Pendleton County,"Pendleton County, KY",717836518,12328140,277.158,4.76,38.696284,-84.351943,21191,21191
KY,Perry County,"Perry County, KY",879818914,7535303,339.7,2.909,37.241282,-83.217772,1105,1105
KY,Pike County,"Pike County, KY",2037621870,4756759,786.73,1.837,37.486031,-82.410912,1109,1109
KY,Powell County,"Powell County, KY",463558849,2953274,178.981,1.14,37.809907,-83.831354,21197,21197
KY,Pulaski County,"Pulaski County, KY",1705275134,48546023,658.41,18.744,37.107374,-84.576953,5119,5119
KY,Robertson County,"Robertson County, KY",258794974,484952,99.921,0.187,38.513473,-84.06423,21201,21201
KY,Rockcastle County,"Rockcastle County, KY",819853864,4011241,316.547,1.549,37.36105,-84.314368,21203,21203
KY,Rowan County,"Rowan County, KY",724781543,16641413,279.84,6.425,38.204266,-83.428079,21205,21205
KY,Russell County,"Russell County, KY",657060481,75583987,253.692,29.183,36.990587,-85.05495,1113,1113
KY,Scott County,"Scott County, KY",729774435,9440820,281.767,3.645,38.28571,-84.57834,5127,5127
KY,Shelby County,"Shelby County, KY",983610918,15252803,379.774,5.889,38.239011,-85.228247,1117,1117
KY,Simpson County,"Simpson County, KY",606589172,5852914,234.205,2.26,36.740937,-86.581793,21213,21213
KY,Spencer County,"Spencer County, KY",483611359,12788680,186.723,4.938,38.025411,-85.317174,18147,18147
KY,Taylor County,"Taylor County, KY",689891728,27072003,266.369,10.453,37.36621,-85.328059,12123,12123
KY,Todd County,"Todd County, KY",969958282,6612452,374.503,2.553,36.840338,-87.183642,21219,21219
KY,Trigg County,"Trigg County, KY",1143637621,102999105,441.561,39.768,36.807681,-87.858652,21221,21221
KY,Trimble County,"Trimble County, KY",392766455,11833375,151.648,4.569,38.62004,-85.351208,21223,21223
KY,Union County,"Union County, KY",887992798,53149363,342.856,20.521,37.658029,-87.95165,5139,5139
KY,Warren County,"Warren County, KY",1403048148,15136940,541.72,5.844,36.995634,-86.423579,13301,13301
KY,Washington County,"Washington County, KY",769154199,10947539,296.972,4.227,37.754209,-85.175416,1129,1129
KY,Wayne County,"Wayne County, KY",1186690748,67283816,458.184,25.978,36.800772,-84.82659,13305,13305
KY,Webster County,"Webster County, KY",860132094,9211730,332.099,3.557,37.51946,-87.68479,13307,13307
KY,Whitley County,"Whitley County, KY",1133976640,18875287,437.831,7.288,36.758024,-84.144648,18183,18183
KY,Wolfe County,"Wolfe County, KY",575419135,1505160,222.171,0.581,37.743893,-83.49511,21237,21237
KY,Woodford County,"Woodford County, KY",492386256,4933229,190.111,1.905,38.043103,-84.748855,17203,17203
LA,Acadia Parish,"Acadia Parish, LA",1696880727,5918557,655.169,2.285,30.291497,-92.411037,22001,22001
LA,Allen Parish,"Allen Parish, LA",1973083805,10634063,761.812,4.106,30.652744,-92.819605,22003,22003
LA,Ascension Parish,"Ascension Parish, LA",751259388,32965758,290.063,12.728,30.206444,-90.912502,22005,22005
LA,Assumption Parish,"Assumption Parish, LA",877029981,67099711,338.623,25.907,29.898853,-91.052465,22007,22007
LA,Avoyelles Parish,"Avoyelles Parish, LA",2154960193,87260913,832.035,33.692,31.088503,-91.983275,22009,22009
LA,Beauregard Parish,"Beauregard Parish, LA",2997555223,21945878,1157.363,8.473,30.645018,-93.340253,22011,22011
LA,Bienville Parish,"Bienville Parish, LA",2101207369,27945994,811.281,10.79,32.340952,-93.041151,22013,22013
LA,Bossier Parish,"Bossier Parish, LA",2176404826,70298996,840.315,27.143,32.698481,-93.626561,22015,22015
LA,Caddo Parish,"Caddo Parish, LA",2276773700,148972461,879.067,57.519,32.577195,-93.882423,22017,22017
LA,Calcasieu Parish,"Calcasieu Parish, LA",2756144275,78003935,1064.153,30.117,30.229559,-93.358015,22019,22019
LA,Caldwell Parish,"Caldwell Parish, LA",1371371987,29109145,529.49,11.239,32.101219,-92.114231,22021,22021
LA,Cameron Parish,"Cameron Parish, LA",3327796101,1688162100,1284.869,651.803,29.871812,-93.164948,22023,22023
LA,Catahoula Parish,"Catahoula Parish, LA",1833782907,81308666,708.028,31.393,31.666517,-91.846703,22025,22025
LA,Claiborne Parish,"Claiborne Parish, LA",1955125376,32473223,754.878,12.538,32.82716,-92.989728,22027,22027
LA,Concordia Parish,"Concordia Parish, LA",1805172274,130329992,696.981,50.321,31.469805,-91.626315,22029,22029
LA,De Soto Parish,"De Soto Parish, LA",2269932580,46995296,876.426,18.145,32.059248,-93.740797,22031,22031
LA,East Baton Rouge Parish,"East Baton Rouge Parish, LA",1179460545,38442235,455.392,14.843,30.54393,-91.093131,22033,22033
LA,East Carroll Parish,"East Carroll Parish, LA",1089628528,56264652,420.708,21.724,32.73017,-91.234141,22035,22035
LA,East Feliciana Parish,"East Feliciana Parish, LA",1174307281,6151756,453.403,2.375,30.839784,-91.043434,22037,22037
LA,Evangeline Parish,"Evangeline Parish, LA",1715558149,44659723,662.381,17.243,30.720693,-92.404086,22039,22039
LA,Franklin Parish,"Franklin Parish, LA",1617688504,28087065,624.593,10.844,32.139076,-91.672371,22041,22041
LA,Grant Parish,"Grant Parish, LA",1665429793,56013945,643.026,21.627,31.597787,-92.561716,22043,22043
LA,Iberia Parish,"Iberia Parish, LA",1486894804,1182161751,574.093,456.435,30.007127,-91.976784,22045,22045
LA,Iberville Parish,"Iberville Parish, LA",1602243589,88655994,618.63,34.23,30.270628,-91.365848,22047,22047
LA,Jackson Parish,"Jackson Parish, LA",1474183476,28727342,569.185,11.092,32.30429,-92.5617,22049,22049
LA,Jefferson Parish,"Jefferson Parish, LA",765849559,897018001,295.696,346.341,29.522281,-90.081001,22051,22051
LA,Jefferson Davis Parish,"Jefferson Davis Parish, LA",1687025359,18718207,651.364,7.227,30.269529,-92.816221,22053,22053
LA,Lafayette Parish,"Lafayette Parish, LA",696088606,1149882,268.761,0.444,30.206507,-92.06417,22055,22055
